rank,article_id,clicks
3222,N24926,4
3223,N61817,4
3224,N37477,4
3225,N57565,4
3226,N49527,4
3227,N12567,4
3228,N23570,4
3229,N25999,4
3230,N52236,4
3231,N41967,4
3232,N34387,4
3233,N58081,4
3234,N32472,4
3235,N44887,4
3236,N39244,4
3237,N17701,4
3238,N44250,4
3239,N10833,4
3240,N60855,4
3241,N49989,4
3242,N3718,4
3243,N8673,4
3244,N4955,4
3245,N51795,4
3246,N53626,4
3247,N23370,4
3248,N18038,4
3249,N46666,4
3250,N25133,4
3251,N36252,4
3252,N62310,4
3253,N11708,4
3254,N28282,4
3255,N17381,4
3256,N58083,4
3257,N64296,4
3258,N46211,4
3259,N19998,4
3260,N53617,4
3261,N1927,4
3262,N20630,4
3263,N18801,4
3264,N50029,4
3265,N17723,4
3266,N14364,4
3267,N3271,4
3268,N59805,4
3269,N56526,4
3270,N39907,4
3271,N65230,4
3272,N63211,4
3273,N42767,4
3274,N53161,4
3275,N15519,4
3276,N13614,4
3277,N37318,4
3278,N34672,4
3279,N20102,4
3280,N54803,4
3281,N48264,4
3282,N21717,4
3283,N57361,4
3284,N12166,4
3285,N12873,4
3286,N62314,4
3287,N64096,4
3288,N52069,4
3289,N51364,4
3290,N52186,4
3291,N41322,4
3292,N48132,4
3293,N35535,4
3294,N38433,4
3295,N24983,4
3296,N7928,4
3297,N10242,4
3298,N15074,4
3299,N52991,4
3300,N4810,4
3301,N60296,4
3302,N409,4
3303,N61282,4
3304,N61774,4
3305,N65081,4
3306,N379,4
3307,N47040,4
3308,N42378,4
3309,N32087,4
3310,N43179,4
3311,N29826,4
3312,N53554,4
3313,N26190,4
3314,N18828,4
3315,N59801,4
3316,N29619,4
3317,N57723,4
3318,N62218,4
3319,N46311,4
3320,N1958,4
3321,N34977,4
3322,N23147,4
3323,N14823,4
3324,N57973,4
3325,N29696,4
3326,N28805,4
3327,N54541,3
3328,N52426,3
3329,N9579,3
3330,N31314,3
3331,N1129,3
3332,N30667,3
3333,N54811,3
3334,N18606,3
3335,N39547,3
3336,N22096,3
3337,N14213,3
3338,N291,3
3339,N28932,3
3340,N56154,3
3341,N60864,3
3342,N1059,3
3343,N22811,3
3344,N58573,3
3345,N20205,3
3346,N56127,3
3347,N6665,3
3348,N58176,3
3349,N49714,3
3350,N4549,3
3351,N11675,3
3352,N10859,3
3353,N12598,3
3354,N9905,3
3355,N16318,3
3356,N43530,3
3357,N24168,3
3358,N31031,3
3359,N52629,3
3360,N25225,3
3361,N5275,3
3362,N31980,3
3363,N31333,3
3364,N21228,3
3365,N20404,3
3366,N47353,3
3367,N35290,3
3368,N8704,3
3369,N344,3
3370,N15310,3
3371,N64721,3
3372,N53698,3
3373,N29023,3
3374,N12702,3
3375,N61162,3
3376,N58693,3
3377,N26934,3
3378,N13299,3
3379,N36940,3
3380,N40558,3
3381,N19915,3
3382,N40901,3
3383,N50773,3
3384,N18704,3
3385,N34597,3
3386,N5196,3
3387,N19685,3
3388,N46024,3
3389,N11415,3
3390,N21093,3
3391,N37484,3
3392,N36049,3
3393,N42913,3
3394,N1812,3
3395,N46619,3
3396,N6758,3
3397,N48722,3
3398,N19300,3
3399,N12744,3
3400,N62981,3
3401,N16431,3
3402,N12140,3
3403,N58431,3
3404,N53095,3
3405,N49178,3
3406,N693,3
3407,N58016,3
3408,N24037,3
3409,N6775,3
3410,N5582,3
3411,N30605,3
3412,N50938,3
3413,N27276,3
3414,N36942,3
3415,N32708,3
3416,N20766,3
3417,N39452,3
3418,N55407,3
3419,N60612,3
3420,N61925,3
3421,N9392,3
3422,N28221,3
3423,N5142,3
3424,N37266,3
3425,N11199,3
3426,N28914,3
3427,N27614,3
3428,N40180,3
3429,N31359,3
3430,N15582,3
3431,N47084,3
3432,N20209,3
3433,N52972,3
3434,N26972,3
3435,N55364,3
3436,N12476,3
3437,N40395,3
3438,N29379,3
3439,N41378,3
3440,N1020,3
3441,N56551,3
3442,N8236,3
3443,N35148,3
3444,N2307,3
3445,N10774,3
3446,N7895,3
3447,N52740,3
3448,N64109,3
3449,N58675,3
3450,N39814,3
3451,N27492,3
3452,N5940,3
3453,N42660,3
3454,N16560,3
3455,N28588,3
3456,N19858,3
3457,N44910,3
3458,N20331,3
3459,N28778,3
3460,N39861,3
3461,N11470,3
3462,N51355,3
3463,N44357,3
3464,N32600,3
3465,N35678,3
3466,N63309,3
3467,N30614,3
3468,N48711,3
3469,N58635,3
3470,N15960,3
3471,N60103,3
3472,N11923,3
3473,N32972,3
3474,N56685,3
3475,N54079,3
3476,N5904,3
3477,N6262,3
3478,N8928,3
3479,N21183,3
3480,N62079,3
3481,N3476,3
3482,N60179,3
3483,N46046,3
3484,N36984,3
3485,N36873,3
3486,N53111,3
3487,N39500,3
3488,N28924,3
3489,N45367,3
3490,N2772,3
3491,N14164,3
3492,N4635,3
3493,N17107,3
3494,N24473,3
3495,N59693,3
3496,N6829,3
3497,N5979,3
3498,N11587,3
3499,N54876,3
3500,N42659,3
3501,N27946,3
3502,N18405,3
3503,N58413,3
3504,N60757,3
3505,N34092,3
3506,N42651,3
3507,N49556,3
3508,N5220,3
3509,N60931,3
3510,N24342,3
3511,N24121,3
3512,N59625,3
3513,N56960,3
3514,N63580,3
3515,N12126,3
3516,N26049,3
3517,N57912,3
3518,N46772,3
3519,N3354,3
3520,N61281,3
3521,N58890,3
3522,N24225,3
3523,N41685,3
3524,N53510,3
3525,N30554,3
3526,N42595,3
3527,N59978,3
3528,N9888,3
3529,N475,3
3530,N2141,3
3531,N17095,3
3532,N10266,3
3533,N2060,3
3534,N55147,3
3535,N18317,3
3536,N61514,3
3537,N9724,3
3538,N43763,3
3539,N17009,3
3540,N48782,3
3541,N12629,3
3542,N40472,3
3543,N62503,3
3544,N19703,3
3545,N25775,3
3546,N23113,3
3547,N45839,3
3548,N48965,3
3549,N58047,3
3550,N64003,3
3551,N48992,3
3552,N53604,3
3553,N7202,3
3554,N40550,3
3555,N16489,3
3556,N16806,3
3557,N58505,3
3558,N31005,3
3559,N21800,3
3560,N27003,3
3561,N4036,3
3562,N21587,3
3563,N48352,3
3564,N49935,3
3565,N47454,3
3566,N63218,3
3567,N57267,3
3568,N57956,3
3569,N50487,3
3570,N30750,3
3571,N25868,3
3572,N28527,3
3573,N55362,3
3574,N50162,3
3575,N59973,3
3576,N36943,3
3577,N64334,3
3578,N48465,3
3579,N49296,3
3580,N2129,3
3581,N11406,3
3582,N17607,3
3583,N38979,3
3584,N42972,3
3585,N49948,3
3586,N21710,3
3587,N21750,3
3588,N59612,3
3589,N2216,3
3590,N61628,3
3591,N9382,3
3592,N64550,3
3593,N63481,3
3594,N19768,3
3595,N24078,3
3596,N7507,3
3597,N3116,3
3598,N14671,3
3599,N17228,3
3600,N3297,3
3601,N17313,3
3602,N60048,3
3603,N20081,3
3604,N47335,3
3605,N31492,3
3606,N2414,3
3607,N27770,3
3608,N9548,3
3609,N2627,3
3610,N34362,3
3611,N54023,3
3612,N36926,3
3613,N63627,3
3614,N9489,3
3615,N27183,3
3616,N24521,3
3617,N37925,3
3618,N27591,3
3619,N17875,3
3620,N9790,3
3621,N23499,3
3622,N41863,3
3623,N11975,3
3624,N50196,3
3625,N46495,3
3626,N25614,3
3627,N60960,3
3628,N54879,3
3629,N34099,3
3630,N50228,3
3631,N35931,3
3632,N45260,3
3633,N10132,3
3634,N55025,3
3635,N63044,3
3636,N19683,3
3637,N39732,3
3638,N25748,3
3639,N61846,3
3640,N25060,3
3641,N47272,3
3642,N8019,3
3643,N12484,3
3644,N48373,3
3645,N61862,3
3646,N26781,3
3647,N9076,3
3648,N12283,3
3649,N32378,3
3650,N6779,3
3651,N12703,3
3652,N7364,3
3653,N39601,3
3654,N61212,3
3655,N27871,3
3656,N52925,3
3657,N30202,3
3658,N9846,3
3659,N61057,3
3660,N12774,3
3661,N54062,3
3662,N5434,3
3663,N25219,3
3664,N29692,3
3665,N20943,3
3666,N15260,3
3667,N45168,3
3668,N45700,3
3669,N49696,3
3670,N19466,3
3671,N35906,3
3672,N14753,3
3673,N20628,3
3674,N14840,3
3675,N38813,3
3676,N6425,3
3677,N30033,3
3678,N59003,3
3679,N13671,3
3680,N32571,3
3681,N20016,3
3682,N62339,3
3683,N14677,3
3684,N52553,3
3685,N56502,3
3686,N26556,3
3687,N2452,3
3688,N36826,3
3689,N9136,3
3690,N58965,3
3691,N34086,3
3692,N20873,3
3693,N25672,3
3694,N44831,3
3695,N54490,3
3696,N40121,3
3697,N61849,3
3698,N48950,3
3699,N55644,3
3700,N19623,3
3701,N31424,3
3702,N4550,3
3703,N9296,3
3704,N43984,3
3705,N503,3
3706,N43888,3
3707,N53300,3
3708,N17169,3
3709,N43832,3
3710,N31654,3
3711,N7342,3
3712,N54010,3
3713,N17183,3
3714,N31266,3
3715,N29666,3
3716,N19926,3
3717,N34220,3
3718,N34620,3
3719,N18700,3
3720,N42265,3
3721,N33868,3
3722,N4134,3
3723,N47250,3
3724,N24767,3
3725,N56634,3
3726,N63261,3
3727,N15707,3
3728,N15628,3
3729,N4722,3
3730,N23423,3
3731,N19464,3
3732,N22849,3
3733,N47689,3
3734,N1102,3
3735,N22102,3
3736,N55435,3
3737,N11961,3
3738,N20112,3
3739,N56701,3
3740,N9019,3
3741,N49706,3
3742,N29847,3
3743,N39151,3
3744,N18956,3
3745,N52129,3
3746,N38678,3
3747,N64381,3
3748,N63142,3
3749,N59467,3
3750,N5038,3
3751,N125,3
3752,N26674,3
3753,N53201,3
3754,N26189,3
3755,N22855,3
3756,N37972,3
3757,N62756,3
3758,N39079,3
3759,N54694,3
3760,N13905,3
3761,N3113,3
3762,N37593,3
3763,N51531,3
3764,N40210,3
3765,N18855,3
3766,N54269,3
3767,N38936,3
3768,N7631,3
3769,N26453,3
3770,N2644,3
3771,N832,3
3772,N9492,3
3773,N44461,3
3774,N41391,3
3775,N1858,3
3776,N2658,3
3777,N41282,3
3778,N60695,3
3779,N59770,3
3780,N50868,3
3781,N12616,3
3782,N27788,3
3783,N15735,3
3784,N62534,3
3785,N7405,3
3786,N22374,3
3787,N56120,3
3788,N52072,3
3789,N24779,3
3790,N24440,3
3791,N11379,3
3792,N31576,3
3793,N28170,3
3794,N45953,3
3795,N8172,3
3796,N60643,3
3797,N36854,3
3798,N22750,3
3799,N43421,3
3800,N12871,3
3801,N43574,3
3802,N34292,3
3803,N44278,3
3804,N30100,3
3805,N7090,3
3806,N17986,3
3807,N1657,3
3808,N63091,3
3809,N26086,3
3810,N39451,3
3811,N25502,3
3812,N49007,3
3813,N8817,3
3814,N42449,3
3815,N42283,3
3816,N31511,3
3817,N58931,3
3818,N17918,3
3819,N14646,3
3820,N44252,3
3821,N26125,3
3822,N9669,3
3823,N13902,3
3824,N44627,3
3825,N46589,3
3826,N17535,3
3827,N17786,3
3828,N30315,3
3829,N22364,3
3830,N17175,3
3831,N12721,3
3832,N53011,3
3833,N5447,3
3834,N86,3
3835,N21590,3
3836,N33855,3
3837,N7250,3
3838,N49545,3
3839,N46159,3
3840,N15990,2
3841,N10480,2
3842,N2439,2
3843,N37214,2
3844,N36414,2
3845,N594,2
3846,N21321,2
3847,N56818,2
3848,N37801,2
3849,N23093,2
3850,N14474,2
3851,N45340,2
3852,N46724,2
3853,N61586,2
3854,N63992,2
3855,N32373,2
3856,N59160,2
3857,N27357,2
3858,N25266,2
3859,N23651,2
3860,N57972,2
3861,N48504,2
3862,N13461,2
3863,N61183,2
3864,N62174,2
3865,N29344,2
3866,N28831,2
3867,N8070,2
3868,N23107,2
3869,N47000,2
3870,N24418,2
3871,N10883,2
3872,N40567,2
3873,N55509,2
3874,N59168,2
3875,N51314,2
3876,N61292,2
3877,N60297,2
3878,N24923,2
3879,N4238,2
3880,N9506,2
3881,N10363,2
3882,N35401,2
3883,N58450,2
3884,N30367,2
3885,N23583,2
3886,N19868,2
3887,N46939,2
3888,N46200,2
3889,N55865,2
3890,N5015,2
3891,N63064,2
3892,N18999,2
3893,N16595,2
3894,N63742,2
3895,N32232,2
3896,N27387,2
3897,N8503,2
3898,N31156,2
3899,N60904,2
3900,N49323,2
3901,N25625,2
3902,N12588,2
3903,N31753,2
3904,N31758,2
3905,N35645,2
3906,N26063,2
3907,N42272,2
3908,N7806,2
3909,N36584,2
3910,N23260,2
3911,N47607,2
3912,N9247,2
3913,N49076,2
3914,N16223,2
3915,N19663,2
3916,N4506,2
3917,N57985,2
3918,N50879,2
3919,N40512,2
3920,N27594,2
3921,N2957,2
3922,N16447,2
3923,N6475,2
3924,N30926,2
3925,N6008,2
3926,N29210,2
3927,N38025,2
3928,N8167,2
3929,N64598,2
3930,N9530,2
3931,N23117,2
3932,N6631,2
3933,N197,2
3934,N1206,2
3935,N23230,2
3936,N40014,2
3937,N63372,2
3938,N28931,2
3939,N34146,2
3940,N46904,2
3941,N59478,2
3942,N3377,2
3943,N54534,2
3944,N53386,2
3945,N51572,2
3946,N12091,2
3947,N40936,2
3948,N42241,2
3949,N29848,2
3950,N50861,2
3951,N48893,2
3952,N62341,2
3953,N20147,2
3954,N33568,2
3955,N61662,2
3956,N64831,2
3957,N7408,2
3958,N62369,2
3959,N6977,2
3960,N45043,2
3961,N58294,2
3962,N29858,2
3963,N51631,2
3964,N16465,2
3965,N53251,2
3966,N16205,2
3967,N51608,2
3968,N24126,2
3969,N36914,2
3970,N52617,2
3971,N53783,2
3972,N3839,2
3973,N23285,2
3974,N29665,2
3975,N40281,2
3976,N19316,2
3977,N32330,2
3978,N43284,2
3979,N16234,2
3980,N26233,2
3981,N2874,2
3982,N32428,2
3983,N58773,2
3984,N60221,2
3985,N9273,2
3986,N20136,2
3987,N5527,2
3988,N44022,2
3989,N43222,2
3990,N44219,2
3991,N21999,2
3992,N51750,2
3993,N35150,2
3994,N26643,2
3995,N633,2
3996,N42882,2
3997,N23336,2
3998,N12986,2
3999,N22731,2
4000,N50124,2
4001,N38698,2
4002,N14344,2
4003,N24056,2
4004,N27327,2
4005,N34459,2
4006,N47118,2
4007,N61996,2
4008,N43826,2
4009,N53069,2
4010,N60024,2
4011,N28566,2
4012,N62202,2
4013,N27480,2
4014,N12688,2
4015,N64914,2
4016,N11280,2
4017,N23452,2
4018,N59270,2
4019,N51404,2
4020,N48664,2
4021,N13130,2
4022,N6074,2
4023,N29198,2
4024,N32260,2
4025,N32118,2
4026,N25963,2
4027,N57187,2
4028,N2058,2
4029,N57499,2
4030,N20995,2
4031,N56786,2
4032,N47773,2
4033,N23009,2
4034,N36336,2
4035,N10696,2
4036,N58881,2
4037,N29922,2
4038,N16104,2
4039,N28541,2
4040,N9522,2
4041,N3257,2
4042,N33121,2
4043,N46937,2
4044,N45475,2
4045,N24071,2
4046,N1204,2
4047,N47415,2
4048,N50471,2
4049,N62297,2
4050,N36040,2
4051,N4540,2
4052,N17583,2
4053,N62059,2
4054,N57904,2
4055,N12301,2
4056,N2297,2
4057,N64780,2
4058,N48445,2
4059,N32765,2
4060,N11828,2
4061,N49769,2
4062,N49875,2
4063,N32401,2
4064,N123,2
4065,N39655,2
4066,N35037,2
4067,N61843,2
4068,N55649,2
4069,N24362,2
4070,N7741,2
4071,N24719,2
4072,N64606,2
4073,N8428,2
4074,N22379,2
4075,N42305,2
4076,N18476,2
4077,N58400,2
4078,N55083,2
4079,N20926,2
4080,N2999,2
4081,N53955,2
4082,N16016,2
4083,N14879,2
4084,N33575,2
4085,N34921,2
4086,N3103,2
4087,N59893,2
4088,N42269,2
4089,N5369,2
4090,N47904,2
4091,N17016,2
4092,N26452,2
4093,N1865,2
4094,N24264,2
4095,N6612,2
4096,N59414,2
4097,N63473,2
4098,N41596,2
4099,N28759,2
4100,N7213,2
4101,N19537,2
4102,N1183,2
4103,N55880,2
4104,N52956,2
4105,N21544,2
4106,N55632,2
4107,N29265,2
4108,N40776,2
4109,N61107,2
4110,N21196,2
4111,N23591,2
4112,N39329,2
4113,N52055,2
4114,N15970,2
4115,N26420,2
4116,N55015,2
4117,N6856,2
4118,N11032,2
4119,N34830,2
4120,N4328,2
4121,N24599,2
4122,N56495,2
4123,N2384,2
4124,N46926,2
4125,N45724,2
4126,N58653,2
4127,N6423,2
4128,N17164,2
4129,N23722,2
4130,N25654,2
4131,N1424,2
4132,N20264,2
4133,N11826,2
4134,N22226,2
4135,N42132,2
4136,N8627,2
4137,N64728,2
4138,N52345,2
4139,N35623,2
4140,N48968,2
4141,N55374,2
4142,N56265,2
4143,N60690,2
4144,N35609,2
4145,N43806,2
4146,N39756,2
4147,N17780,2
4148,N23963,2
4149,N7130,2
4150,N18483,2
4151,N14346,2
4152,N28148,2
4153,N27135,2
4154,N41074,2
4155,N16590,2
4156,N53126,2
4157,N23235,2
4158,N22804,2
4159,N40243,2
4160,N30345,2
4161,N39583,2
4162,N26434,2
4163,N63966,2
4164,N259,2
4165,N48762,2
4166,N5501,2
4167,N28569,2
4168,N26969,2
4169,N52761,2
4170,N15997,2
4171,N6198,2
4172,N40769,2
4173,N6537,2
4174,N9999,2
4175,N51815,2
4176,N42035,2
4177,N32490,2
4178,N23440,2
4179,N37164,2
4180,N51977,2
4181,N24854,2
4182,N40332,2
4183,N6153,2
4184,N6257,2
4185,N60493,2
4186,N47665,2
4187,N22838,2
4188,N43016,2
4189,N19164,2
4190,N40595,2
4191,N48975,2
4192,N16470,2
4193,N54376,2
4194,N17831,2
4195,N35915,2
4196,N58671,2
4197,N54662,2
4198,N30184,2
4199,N51999,2
4200,N707,2
4201,N25783,2
4202,N60780,2
4203,N48025,2
4204,N13171,2
4205,N61469,2
4206,N14245,2
4207,N53528,2
4208,N12465,2
4209,N62970,2
4210,N57384,2
4211,N9991,2
4212,N63159,2
4213,N46272,2
4214,N62877,2
4215,N21384,2
4216,N45609,2
4217,N8965,2
4218,N64197,2
4219,N44663,2
4220,N58263,2
4221,N39193,2
4222,N17611,2
4223,N62420,2
4224,N22815,2
4225,N6580,2
4226,N7519,2
4227,N46095,2
4228,N5975,2
4229,N38652,2
4230,N33691,2
4231,N47085,2
4232,N5044,2
4233,N26650,2
4234,N31379,2
4235,N56153,2
4236,N55898,2
4237,N14711,2
4238,N23110,2
4239,N20750,2
4240,N55919,2
4241,N9551,2
4242,N24781,2
4243,N63751,2
4244,N64634,2
4245,N29543,2
4246,N53350,2
4247,N1344,2
4248,N61829,2
4249,N6776,2
4250,N24904,2
4251,N57753,2
4252,N51550,2
4253,N6836,2
4254,N51324,2
4255,N60621,2
4256,N14488,2
4257,N21605,2
4258,N23469,2
4259,N58620,2
4260,N37330,2
4261,N48494,2
4262,N14638,2
4263,N58540,2
4264,N56892,2
4265,N2875,2
4266,N2279,2
4267,N27866,2
4268,N5517,2
4269,N6159,2
4270,N26555,2
4271,N38692,2
4272,N7145,2
4273,N40423,2
4274,N50270,2
4275,N49548,2
4276,N62550,2
4277,N41071,2
4278,N23615,2
4279,N24965,2
4280,N49320,2
4281,N47263,2
4282,N3516,2
4283,N36636,2
4284,N41447,2
4285,N39569,2
4286,N49855,2
4287,N19195,2
4288,N58638,2
4289,N47940,2
4290,N4946,2
4291,N53075,2
4292,N54061,2
4293,N34165,2
4294,N53652,2
4295,N65224,2
4296,N42869,2
4297,N29796,2
4298,N12190,2
4299,N11877,2
4300,N37589,2
4301,N54501,2
4302,N29170,2
4303,N9513,2
4304,N4254,2
4305,N7325,2
4306,N56113,2
4307,N57981,2
4308,N4258,2
4309,N59143,2
4310,N59980,2
4311,N7688,2
4312,N11397,2
4313,N17891,2
4314,N12363,2
4315,N40333,2
4316,N23716,2
4317,N4717,2
4318,N64583,2
4319,N52164,2
4320,N12526,2
4321,N20387,2
4322,N38771,2
4323,N25888,2
4324,N22538,2
4325,N34004,2
4326,N63108,2
4327,N8458,2
4328,N3927,2
4329,N7866,2
4330,N55558,2
4331,N7125,2
4332,N23873,2
4333,N47148,2
4334,N59067,2
4335,N53687,2
4336,N62280,2
4337,N20912,2
4338,N64136,2
4339,N12214,2
4340,N54340,2
4341,N31279,2
4342,N47291,2
4343,N62541,2
4344,N56105,2
4345,N36791,2
4346,N5886,2
4347,N38350,2
4348,N12022,2
4349,N16216,2
4350,N55355,2
4351,N21714,2
4352,N17661,2
4353,N60257,2
4354,N22942,2
4355,N42007,2
4356,N36946,2
4357,N40574,2
4358,N7616,2
4359,N58179,2
4360,N60787,2
4361,N56910,2
4362,N53754,2
4363,N38487,2
4364,N25703,2
4365,N2659,2
4366,N8361,2
4367,N11990,2
4368,N7813,2
4369,N58520,2
4370,N55894,2
4371,N43847,2
4372,N46123,2
4373,N63249,2
4374,N13540,2
4375,N62296,2
4376,N51727,2
4377,N43932,2
4378,N23577,2
4379,N6806,2
4380,N46972,2
4381,N43491,2
4382,N3769,2
4383,N6329,2
4384,N51462,2
4385,N26352,2
4386,N2987,2
4387,N1113,2
4388,N23955,2
4389,N55292,2
4390,N45728,2
4391,N56740,2
4392,N31719,2
4393,N56885,2
4394,N12656,2
4395,N22543,2
4396,N43115,2
4397,N38915,2
4398,N14924,2
4399,N40523,2
4400,N63080,2
4401,N59324,2
4402,N30314,2
4403,N63917,2
4404,N59127,2
4405,N50485,2
4406,N40943,2
4407,N22062,2
4408,N22556,2
4409,N60670,2
4410,N26124,2
4411,N3982,2
4412,N21783,2
4413,N25312,2
4414,N12999,2
4415,N22215,2
4416,N20283,2
4417,N32969,2
4418,N12033,2
4419,N7627,2
4420,N59384,2
4421,N61556,2
4422,N28445,2
4423,N63193,2
4424,N44413,2
4425,N40993,2
4426,N33655,2
4427,N613,2
4428,N8660,2
4429,N6601,2
4430,N22916,2
4431,N37523,2
4432,N49161,2
4433,N8747,2
4434,N6387,2
4435,N59340,2
4436,N46050,2
4437,N48437,2
4438,N23521,2
4439,N48687,2
4440,N5774,2
4441,N3858,2
4442,N50422,2
4443,N58478,2
4444,N21037,2
4445,N33058,2
4446,N30039,2
4447,N44287,2
4448,N42703,2
4449,N33007,2
4450,N57625,2
4451,N21180,2
4452,N52705,2
4453,N51050,2
4454,N2454,2
4455,N62104,2
4456,N11718,2
4457,N46979,2
4458,N34190,2
4459,N3432,2
4460,N52485,2
4461,N9156,2
4462,N6868,2
4463,N45312,2
4464,N54268,2
4465,N22393,2
4466,N37429,2
4467,N52604,2
4468,N39167,2
4469,N49842,2
4470,N5534,2
4471,N44605,2
4472,N50393,2
4473,N22170,2
4474,N44615,2
4475,N6911,2
4476,N35644,2
4477,N35658,2
4478,N33939,2
4479,N52665,2
4480,N38437,2
4481,N65021,2
4482,N47290,2
4483,N26418,2
4484,N34935,2
4485,N41101,2
4486,N56716,2
4487,N39394,2
4488,N39104,2
4489,N40329,2
4490,N35475,2
4491,N63691,2
4492,N3429,2
4493,N27945,2
4494,N11814,2
4495,N58139,2
4496,N54966,2
4497,N49406,2
4498,N28146,2
4499,N11937,2
4500,N29327,2
4501,N26665,2
4502,N62752,2
4503,N14747,2
4504,N33396,2
4505,N16567,2
4506,N29059,2
4507,N22430,2
4508,N37843,2
4509,N40119,2
4510,N46491,2
4511,N45798,2
4512,N50,2
4513,N35434,2
4514,N62621,2
4515,N20051,2
4516,N60986,2
4517,N15840,2
4518,N24367,2
4519,N53969,2
4520,N39955,2
4521,N13212,2
4522,N13879,2
4523,N4508,2
4524,N35917,2
4525,N9753,2
4526,N1215,2
4527,N13290,2
4528,N8374,2
4529,N57814,2
4530,N38888,2
4531,N54987,2
4532,N7476,2
4533,N3778,2
4534,N43955,2
4535,N52046,2
4536,N55504,2
4537,N26425,2
4538,N25393,2
4539,N26941,2
4540,N42306,2
4541,N18296,2
4542,N18308,2
4543,N5502,2
4544,N38506,2
4545,N30231,2
4546,N6349,2
4547,N36455,2
4548,N32218,2
4549,N47918,2
4550,N40889,2
4551,N24876,2
4552,N37664,2
4553,N63421,2
4554,N17270,2
4555,N54066,2
4556,N17259,2
4557,N34135,2
4558,N39635,2
4559,N6825,2
4560,N6355,2
4561,N5228,2
4562,N9596,2
4563,N1768,2
4564,N43871,2
4565,N52395,2
4566,N32311,2
4567,N5115,2
4568,N39707,2
4569,N46764,2
4570,N6073,2
4571,N34228,2
4572,N43999,2
4573,N27999,2
4574,N12302,2
4575,N30017,2
4576,N21312,2
4577,N57929,2
4578,N39313,2
4579,N37304,2
4580,N34789,2
4581,N7220,2
4582,N2138,2
4583,N4346,2
4584,N54398,2
4585,N36478,2
4586,N5213,2
4587,N20554,2
4588,N50308,2
4589,N11911,2
4590,N62408,2
4591,N24258,2
4592,N22517,2
4593,N59797,2
4594,N34232,2
4595,N39097,2
4596,N22086,2
4597,N4894,2
4598,N61692,2
4599,N52125,2
4600,N42081,2
4601,N13833,2
4602,N10560,2
4603,N38393,2
4604,N58056,2
4605,N51059,2
4606,N32162,2
4607,N29687,2
4608,N60825,2
4609,N2108,2
4610,N13288,2
4611,N2054,2
4612,N24269,2
4613,N49147,2
4614,N11720,2
4615,N5832,2
4616,N8651,2
4617,N10057,2
4618,N26213,2
4619,N38699,2
4620,N51024,2
4621,N28895,2
4622,N2205,2
4623,N51210,2
4624,N20831,2
4625,N5176,2
4626,N33618,2
4627,N10965,2
4628,N46176,2
4629,N59833,2
4630,N51457,2
4631,N3174,2
4632,N14338,2
4633,N44215,2
4634,N43515,2
4635,N11336,2
4636,N52790,2
4637,N25376,2
4638,N13546,2
4639,N23086,2
4640,N24122,2
4641,N37692,2
4642,N14239,2
4643,N42939,2
4644,N19598,2
4645,N27055,2
4646,N26985,2
4647,N25967,2
4648,N3182,2
4649,N11581,2
4650,N11492,2
4651,N63823,2
4652,N29321,2
4653,N43799,2
4654,N32608,2
4655,N10763,2
4656,N62186,2
4657,N36258,2
4658,N41846,2
4659,N57142,2
4660,N19257,2
4661,N35562,2
4662,N15238,2
4663,N54784,2
4664,N7394,2
4665,N42588,2
4666,N35133,2
4667,N5955,2
4668,N37139,2
4669,N24824,2
4670,N6794,2
4671,N34525,2
4672,N57250,2
4673,N22487,2
4674,N52939,2
4675,N40662,2
4676,N5451,2
4677,N35757,2
4678,N27859,2
4679,N2266,2
4680,N54147,2
4681,N53170,2
4682,N56016,2
4683,N18733,2
4684,N37252,2
4685,N16657,2
4686,N58945,2
4687,N20203,2
4688,N3707,2
4689,N30027,2
4690,N34967,2
4691,N316,2
4692,N62111,2
4693,N4061,2
4694,N27749,2
4695,N34837,2
4696,N21141,2
4697,N23517,2
4698,N31748,2
4699,N52803,2
4700,N48107,2
4701,N34517,2
4702,N15174,2
4703,N34820,2
4704,N6216,2
4705,N14367,2
4706,N40507,2
4707,N19162,2
4708,N62443,2
4709,N41822,2
4710,N54916,2
4711,N60678,2
4712,N23833,2
4713,N59617,2
4714,N31899,2
4715,N42491,2
4716,N45368,2
4717,N14935,2
4718,N32408,2
4719,N59559,2
4720,N57034,2
4721,N28398,2
4722,N41406,2
4723,N30283,2
4724,N9778,2
4725,N50376,2
4726,N22630,2
4727,N55958,2
4728,N50841,2
4729,N52696,2
4730,N49733,2
4731,N6903,2
4732,N53894,2
4733,N44776,2
4734,N17800,2
4735,N45505,2
4736,N26605,2
4737,N37941,2
4738,N13220,2
4739,N22590,2
4740,N3038,2
4741,N34344,2
4742,N3073,2
4743,N18335,2
4744,N62804,2
4745,N30296,2
4746,N6635,2
4747,N48266,2
4748,N17464,2
4749,N6299,2
4750,N51369,2
4751,N13035,2
4752,N33851,2
4753,N9322,2
4754,N50065,2
4755,N10470,2
4756,N62477,2
4757,N56710,2
4758,N34396,2
4759,N12552,2
4760,N44256,2
4761,N43081,2
4762,N8756,2
4763,N49021,2
4764,N10944,2
4765,N61143,2
4766,N7393,2
4767,N724,2
4768,N4049,2
4769,N63007,2
4770,N5103,2
4771,N23876,2
4772,N6373,2
4773,N35236,2
4774,N61450,2
4775,N22592,2
4776,N11746,2
4777,N56463,2
